age_from,age_to,node,knn_stability
5,6,K00-K14,0.35135135135135137
5,6,F20-F29,0.6129032258064516
5,6,E50-E64,0.35135135135135137
5,6,A20-A28,0.13636363636363635
5,6,E15-E16,0.42857142857142855
5,6,H49-H52,0.6129032258064516
5,6,L60-L75,0.42857142857142855
5,6,N17-N19,0.5625
5,6,H30-H36,0.5151515151515151
5,6,E00-E07,0.47058823529411764
5,6,H00-H06,0.1111111111111111
5,6,I80-I89,0.6129032258064516
5,6,H25-H28,0.5151515151515151
5,6,J60-J70,0.35135135135135137
5,6,K70-K77,0.5151515151515151
5,6,G60-G64,0.47058823529411764
5,6,D60-D64,0.6129032258064516
5,6,L10-L14,0.041666666666666664
5,6,H40-H42,0.42857142857142855
5,6,M30-M36,0.35135135135135137
5,6,A92-A99,0.13636363636363635
5,6,A00-A09,0.47058823529411764
5,6,N20-N23,0.3888888888888889
5,6,L20-L30,0.3888888888888889
5,6,H10-H13,0.08695652173913043
5,6,B35-B49,0.6666666666666666
5,6,D00-D09,0.13636363636363635
5,6,A80-A89,0.08695652173913043
5,6,M00-M25,0.3888888888888889
5,6,I20-I25,0.6666666666666666
5,6,B99-B99,0.28205128205128205
5,6,J85-J86,0.5625
5,6,D37-D48,0.28205128205128205
5,6,I00-I02,0.1111111111111111
5,6,L80-L99,0.28205128205128205
5,6,I10-I15,0.5625
5,6,G30-G32,0.42857142857142855
5,6,I05-I09,0.6129032258064516
5,6,H60-H62,0.47058823529411764
5,6,B00-B09,0.42857142857142855
5,6,F50-F59,0.6129032258064516
5,6,G50-G59,0.3888888888888889
5,6,H43-H45,0.5625
5,6,E20-E36,0.5625
5,6,I30-I52,0.6129032258064516
5,6,G10-G14,0.041666666666666664
5,6,F90-F98,0.21951219512195122
5,6,G20-G26,0.6129032258064516
5,6,H53-H54,0.47058823529411764
5,6,N80-N98,0.13636363636363635
5,6,G70-G73,0.13636363636363635
5,6,G40-G47,0.7857142857142857
5,6,J40-J47,0.6129032258064516
5,6,N60-N64,0.1111111111111111
5,6,G90-G99,0.35135135135135137
5,6,A75-A79,0.1111111111111111
6,7,N99-N99,0.6129032258064516
6,7,B50-B64,0.1111111111111111
6,7,B95-B98,0.47058823529411764
6,7,A15-A19,0.42857142857142855
6,7,K50-K52,0.5625
6,7,N10-N16,0.47058823529411764
6,7,M95-M99,0.5151515151515151
6,7,E70-E90,0.5625
6,7,I60-I69,0.5625
6,7,L00-L08,0.42857142857142855
6,7,E10-E14,0.5151515151515151
6,7,A65-A69,0.3888888888888889
6,7,G35-G37,0.3157894736842105
6,7,H55-H59,0.47058823529411764
6,7,B20-B24,0.08695652173913043
6,7,H65-H75,0.42857142857142855
6,7,A50-A64,0.19047619047619047
6,7,J00-J06,0.35135135135135137
6,7,K35-K38,0.6666666666666666
6,7,C00-C97,0.5625
6,7,E40-E46,0.08695652173913043
6,7,F10-F19,0.5151515151515151
6,7,J80-J84,0.5625
6,7,N30-N39,0.42857142857142855
6,7,N25-N29,0.47058823529411764
6,7,D50-D53,0.6129032258064516
6,7,G00-G09,0.42857142857142855
6,7,B85-B89,0.13636363636363635
6,7,D10-D36,0.3888888888888889
6,7,L50-L54,0.25
6,7,D55-D59,0.1111111111111111
6,7,F60-F69,0.5151515151515151
6,7,D80-D89,0.6129032258064516
